amount,transaction_type,location,device_id,transaction_hour,previous_transactions,is_new_device,is_international,fraud
18364.45,WITHDRAWAL,Nashik,DEVICE002,22,26,0,0,0
32355.79,DEPOSIT,Delhi,DEVICE001,8,11,1,1,0
38720.86,PAYMENT,Nashik,DEVICE006,1,7,0,0,0
8957.58,WITHDRAWAL,Nashik,DEVICE003,15,12,0,0,0
12384.89,WITHDRAWAL,Pune,DEVICE008,13,2,0,1,1
3801.56,DEPOSIT,Chennai,DEVICE003,3,16,0,0,0
38691.66,DEPOSIT,Mumbai,DEVICE004,2,22,0,1,0
45266.41,DEPOSIT,Mumbai,DEVICE005,17,17,0,1,0
12606.81,TRANSFER,Pune,DEVICE007,16,4,0,0,0
5756.38,WITHDRAWAL,Kolkata,DEVICE008,21,26,0,0,0
22677.15,WITHDRAWAL,Pune,DEVICE002,23,12,0,1,0
6196.36,TRANSFER,Nashik,DEVICE008,23,16,0,0,0
33989.53,DEPOSIT,Hyderabad,DEVICE006,19,19,1,0,1
36612.99,TRANSFER,Hyderabad,DEVICE001,15,23,1,0,0
33397.18,PAYMENT,Mumbai,DEVICE002,11,22,1,0,0
10997.49,TRANSFER,Bangalore,DEVICE006,0,0,0,1,1
11841.13,TRANSFER,Ahmedabad,DEVICE004,16,19,0,0,0
16297.15,WITHDRAWAL,Kolkata,DEVICE006,2,11,0,0,0
35973.42,TRANSFER,Bangalore,DEVICE004,9,16,0,0,0
14478.13,TRANSFER,Nashik,DEVICE002,1,22,0,0,0
16395.53,TRANSFER,Bangalore,DEVICE008,1,5,1,1,1
15867.13,PAYMENT,Hyderabad,DEVICE004,7,20,0,0,0
2054.65,DEPOSIT,Ahmedabad,DEVICE001,2,7,0,0,0
478.64,DEPOSIT,Delhi,DEVICE007,7,0,0,0,0
17831.43,DEPOSIT,Nashik,DEVICE002,4,5,0,0,1
41468.32,WITHDRAWAL,Pune,DEVICE002,23,3,0,1,1
14207.8,DEPOSIT,Bangalore,DEVICE004,22,29,1,0,0
15986.01,TRANSFER,Ahmedabad,DEVICE006,6,2,1,1,1
3771.65,TRANSFER,Nashik,DEVICE002,1,27,0,0,0
41166.99,TRANSFER,Ahmedabad,DEVICE002,9,27,1,0,1
47097.22,DEPOSIT,Pune,DEVICE007,8,26,0,0,0
45974.73,TRANSFER,Kolkata,DEVICE008,9,20,1,0,1
5614.4,TRANSFER,Pune,DEVICE004,10,9,0,0,0
6188.61,WITHDRAWAL,Mumbai,DEVICE004,5,21,0,0,0
22768.7,PAYMENT,Ahmedabad,DEVICE008,14,30,1,0,0
42298.02,PAYMENT,Nashik,DEVICE006,1,29,1,1,1
5455.79,DEPOSIT,Chennai,DEVICE003,9,8,0,0,0
39807.45,TRANSFER,Delhi,DEVICE008,17,29,0,0,0
29086.19,PAYMENT,Hyderabad,DEVICE002,14,1,0,0,0
7010.95,TRANSFER,Mumbai,DEVICE007,18,24,0,1,0
10527.01,DEPOSIT,Pune,DEVICE001,21,13,0,0,0
26224.5,WITHDRAWAL,Hyderabad,DEVICE004,4,3,0,1,0
43543.97,PAYMENT,Mumbai,DEVICE001,12,29,0,0,0
12753.26,TRANSFER,Dhule,DEVICE001,2,17,0,0,0
4154.76,TRANSFER,Delhi,DEVICE006,14,0,0,0,0
20423.39,WITHDRAWAL,Chennai,DEVICE005,13,14,0,0,0
38551.7,DEPOSIT,Ahmedabad,DEVICE007,5,8,1,0,0
4336.17,DEPOSIT,Hyderabad,DEVICE006,7,3,0,0,0
5974.81,TRANSFER,Pune,DEVICE006,16,2,0,0,0
19394.04,TRANSFER,Hyderabad,DEVICE008,20,21,1,0,0
27511.85,TRANSFER,Chennai,DEVICE002,2,16,0,0,0
22840.35,PAYMENT,Chennai,DEVICE007,2,12,0,0,0
48165.93,WITHDRAWAL,Delhi,DEVICE007,16,7,0,0,0
46189.07,PAYMENT,Delhi,DEVICE002,5,29,0,0,0
14820.75,PAYMENT,Pune,DEVICE001,13,8,0,0,1
12633.14,TRANSFER,Dhule,DEVICE004,23,24,0,0,0
47825.72,TRANSFER,Dhule,DEVICE003,9,23,0,1,0
11600.8,WITHDRAWAL,Delhi,DEVICE006,0,25,1,0,1
16564.47,PAYMENT,Chennai,DEVICE006,5,17,0,0,0
32003.82,TRANSFER,Kolkata,DEVICE004,21,7,0,1,0
16971.61,WITHDRAWAL,Mumbai,DEVICE007,3,10,0,1,1
38724.06,PAYMENT,Nashik,DEVICE002,21,12,1,1,0
35293.65,DEPOSIT,Pune,DEVICE008,16,30,1,0,0
35736.02,WITHDRAWAL,Kolkata,DEVICE004,6,13,0,0,0
25112.19,DEPOSIT,Ahmedabad,DEVICE004,8,7,0,1,0
16311.18,DEPOSIT,Chennai,DEVICE004,18,22,0,0,0
8650.32,PAYMENT,Hyderabad,DEVICE001,6,5,0,0,0
32383.6,DEPOSIT,Delhi,DEVICE002,19,5,0,1,1
17953.47,PAYMENT,Chennai,DEVICE006,19,2,0,1,0
7237.74,TRANSFER,Bangalore,DEVICE005,4,0,0,1,1
34627.86,DEPOSIT,Delhi,DEVICE005,23,6,1,0,0
435.73,TRANSFER,Delhi,DEVICE004,7,24,1,0,1
46979.74,WITHDRAWAL,Ahmedabad,DEVICE001,1,28,0,1,1
41460.98,DEPOSIT,Nashik,DEVICE005,6,15,1,1,1
685.48,DEPOSIT,Bangalore,DEVICE008,4,26,0,0,0
10759.14,TRANSFER,Hyderabad,DEVICE008,10,21,1,0,1
48275.56,DEPOSIT,Pune,DEVICE007,10,12,0,0,0
6696.53,TRANSFER,Bangalore,DEVICE001,18,2,0,0,1
10122.09,PAYMENT,Chennai,DEVICE007,23,7,0,0,0
16345.82,PAYMENT,Kolkata,DEVICE008,12,7,1,0,1
42307.0,TRANSFER,Kolkata,DEVICE007,16,13,0,1,0
7589.3,TRANSFER,Ahmedabad,DEVICE001,5,15,0,0,0
43933.27,PAYMENT,Dhule,DEVICE002,10,8,1,0,1
43744.11,PAYMENT,Delhi,DEVICE003,22,7,0,1,1
33376.37,WITHDRAWAL,Delhi,DEVICE007,0,27,0,1,1
243.99,PAYMENT,Ahmedabad,DEVICE006,18,18,1,0,0
1108.59,DEPOSIT,Delhi,DEVICE007,19,25,0,0,0
33814.31,TRANSFER,Ahmedabad,DEVICE004,17,13,0,0,0
5703.9,DEPOSIT,Hyderabad,DEVICE001,9,11,0,1,0
42192.98,WITHDRAWAL,Chennai,DEVICE003,15,6,0,0,0
31134.44,WITHDRAWAL,Dhule,DEVICE008,13,10,0,0,0
4476.73,WITHDRAWAL,Nashik,DEVICE001,21,3,0,0,0
35824.7,WITHDRAWAL,Kolkata,DEVICE002,22,8,0,0,1
49227.02,WITHDRAWAL,Pune,DEVICE007,9,12,0,0,0
49600.69,PAYMENT,Ahmedabad,DEVICE008,16,9,0,0,1
24390.65,WITHDRAWAL,Ahmedabad,DEVICE002,2,3,0,0,1
37937.71,TRANSFER,Nashik,DEVICE001,8,9,1,0,0
5834.54,WITHDRAWAL,Nashik,DEVICE001,18,0,0,0,0
30619.31,PAYMENT,Bangalore,DEVICE002,17,12,0,1,0
30399.78,PAYMENT,Ahmedabad,DEVICE008,2,28,1,1,1
11307.73,PAYMENT,Chennai,DEVICE006,10,26,1,0,1
4066.71,WITHDRAWAL,Nashik,DEVICE001,6,12,0,0,0
29177.47,TRANSFER,Bangalore,DEVICE008,7,3,0,0,0
16909.58,PAYMENT,Chennai,DEVICE005,14,25,0,1,1
40477.15,PAYMENT,Nashik,DEVICE001,11,4,0,0,0
30874.76,DEPOSIT,Hyderabad,DEVICE005,3,3,0,1,1
15141.24,PAYMENT,Kolkata,DEVICE003,2,22,0,0,0
25012.7,PAYMENT,Mumbai,DEVICE005,11,3,0,0,0
41631.96,DEPOSIT,Pune,DEVICE008,5,10,0,0,0
26995.25,PAYMENT,Bangalore,DEVICE007,7,20,0,0,0
3741.64,PAYMENT,Pune,DEVICE004,7,15,0,0,0
35165.6,TRANSFER,Kolkata,DEVICE002,10,7,0,1,0
41123.56,TRANSFER,Dhule,DEVICE005,20,6,0,1,1
32705.83,TRANSFER,Bangalore,DEVICE004,1,20,1,0,0
22627.74,PAYMENT,Delhi,DEVICE001,15,26,0,0,0
43221.54,TRANSFER,Hyderabad,DEVICE002,4,27,0,0,1
39367.37,DEPOSIT,Hyderabad,DEVICE002,15,22,0,0,0
25469.83,DEPOSIT,Kolkata,DEVICE008,7,17,0,0,1
23238.39,WITHDRAWAL,Nashik,DEVICE006,14,17,1,0,1
14356.85,PAYMENT,Pune,DEVICE001,3,26,0,0,0
8832.48,PAYMENT,Mumbai,DEVICE004,22,4,0,1,0
4382.0,PAYMENT,Pune,DEVICE001,12,14,0,0,0
6938.62,TRANSFER,Bangalore,DEVICE003,9,24,0,0,0
40957.75,DEPOSIT,Dhule,DEVICE004,9,17,0,0,0
11867.99,TRANSFER,Mumbai,DEVICE005,19,24,0,0,0
17254.12,TRANSFER,Pune,DEVICE006,2,16,0,0,0
38243.52,TRANSFER,Kolkata,DEVICE003,18,14,0,0,0
8484.46,PAYMENT,Nashik,DEVICE003,21,11,0,0,0
46268.51,DEPOSIT,Chennai,DEVICE005,10,3,1,1,1
8914.41,TRANSFER,Mumbai,DEVICE003,5,6,1,1,1
18545.33,PAYMENT,Ahmedabad,DEVICE008,19,26,0,0,0
13452.92,PAYMENT,Hyderabad,DEVICE008,10,22,0,0,0
6193.27,WITHDRAWAL,Ahmedabad,DEVICE007,19,13,0,0,0
10551.43,DEPOSIT,Nashik,DEVICE002,13,24,0,0,0
21670.88,TRANSFER,Mumbai,DEVICE006,9,2,0,1,1
19506.29,DEPOSIT,Mumbai,DEVICE001,13,14,0,0,0
12098.15,TRANSFER,Dhule,DEVICE001,21,26,0,1,0
43906.71,WITHDRAWAL,Nashik,DEVICE008,17,9,0,1,0
14315.04,WITHDRAWAL,Dhule,DEVICE006,2,10,0,0,1
13806.96,DEPOSIT,Ahmedabad,DEVICE001,9,6,0,0,0
10490.86,DEPOSIT,Ahmedabad,DEVICE002,14,6,0,0,0
7400.7,DEPOSIT,Delhi,DEVICE004,5,9,1,0,0
22108.85,WITHDRAWAL,Chennai,DEVICE005,20,6,1,0,0
17595.5,PAYMENT,Bangalore,DEVICE001,18,21,0,0,0
2470.53,TRANSFER,Bangalore,DEVICE006,13,8,0,0,1
21104.95,DEPOSIT,Kolkata,DEVICE006,2,16,0,1,1
33625.42,DEPOSIT,Kolkata,DEVICE006,5,19,0,0,0
12554.68,PAYMENT,Dhule,DEVICE008,3,3,0,0,0
26674.89,DEPOSIT,Chennai,DEVICE008,0,12,0,0,0
39768.49,TRANSFER,Dhule,DEVICE003,12,9,0,0,0
19299.86,TRANSFER,Kolkata,DEVICE006,10,12,0,0,0
15616.43,WITHDRAWAL,Dhule,DEVICE005,21,30,0,0,0
32034.13,PAYMENT,Bangalore,DEVICE001,6,18,1,0,0
15998.42,DEPOSIT,Bangalore,DEVICE003,3,0,0,0,0
43616.37,PAYMENT,Pune,DEVICE007,10,20,0,0,0
41067.55,DEPOSIT,Pune,DEVICE008,7,1,1,1,1
2891.0,DEPOSIT,Ahmedabad,DEVICE006,11,29,1,0,0
7109.5,TRANSFER,Bangalore,DEVICE003,2,21,0,0,0
40951.61,PAYMENT,Delhi,DEVICE005,12,8,1,0,0
46236.29,TRANSFER,Kolkata,DEVICE007,6,20,0,0,1
26984.5,WITHDRAWAL,Mumbai,DEVICE003,1,14,0,0,0
11114.31,WITHDRAWAL,Chennai,DEVICE005,0,18,0,1,0
1946.89,PAYMENT,Delhi,DEVICE001,20,21,0,0,0
1377.55,TRANSFER,Ahmedabad,DEVICE008,7,0,0,0,0
27081.39,WITHDRAWAL,Pune,DEVICE001,11,20,0,0,0
15717.26,PAYMENT,Hyderabad,DEVICE006,2,15,0,0,1
29432.28,DEPOSIT,Ahmedabad,DEVICE002,6,3,1,0,0
19172.25,PAYMENT,Dhule,DEVICE007,9,21,0,0,0
28771.98,PAYMENT,Bangalore,DEVICE002,6,20,0,0,0
43804.19,WITHDRAWAL,Bangalore,DEVICE001,7,11,0,0,0
9785.42,DEPOSIT,Kolkata,DEVICE003,4,16,1,0,1
19904.08,PAYMENT,Ahmedabad,DEVICE007,12,3,0,0,0
46560.1,DEPOSIT,Hyderabad,DEVICE002,0,20,0,0,0
43120.87,WITHDRAWAL,Dhule,DEVICE008,14,11,0,0,1
23925.59,TRANSFER,Dhule,DEVICE006,20,20,1,0,0
35532.2,TRANSFER,Bangalore,DEVICE001,12,17,0,1,0
43666.79,DEPOSIT,Pune,DEVICE003,11,5,0,0,0
37522.29,WITHDRAWAL,Ahmedabad,DEVICE007,6,6,0,0,0
21372.73,PAYMENT,Mumbai,DEVICE007,23,20,0,0,1
6523.71,PAYMENT,Chennai,DEVICE005,14,17,0,0,0
48508.97,WITHDRAWAL,Kolkata,DEVICE002,12,28,0,0,0
28159.67,TRANSFER,Chennai,DEVICE005,21,23,0,0,0
6116.65,PAYMENT,Pune,DEVICE002,17,25,0,0,0
14475.21,DEPOSIT,Mumbai,DEVICE001,22,20,0,0,0
19705.44,WITHDRAWAL,Ahmedabad,DEVICE005,22,30,0,1,0
6880.27,DEPOSIT,Ahmedabad,DEVICE008,9,5,0,1,0
16347.41,WITHDRAWAL,Hyderabad,DEVICE007,7,1,0,0,1
34166.06,PAYMENT,Dhule,DEVICE007,13,22,0,0,0
45365.17,PAYMENT,Hyderabad,DEVICE002,5,22,0,0,0
30250.65,TRANSFER,Mumbai,DEVICE007,11,13,0,0,0
49671.52,TRANSFER,Mumbai,DEVICE006,2,1,0,0,0
3506.56,TRANSFER,Hyderabad,DEVICE001,23,12,0,0,0
3013.36,DEPOSIT,Hyderabad,DEVICE006,17,13,1,0,0
43207.52,WITHDRAWAL,Chennai,DEVICE005,0,5,0,1,1
41360.03,WITHDRAWAL,Chennai,DEVICE007,20,15,1,0,1
26006.16,WITHDRAWAL,Delhi,DEVICE007,8,10,0,1,0
11973.97,PAYMENT,Dhule,DEVICE003,1,13,0,0,1
24545.87,WITHDRAWAL,Kolkata,DEVICE006,22,4,0,1,1
37492.39,PAYMENT,Kolkata,DEVICE006,17,16,0,1,0
48311.63,WITHDRAWAL,Kolkata,DEVICE004,20,12,1,0,1
27332.38,DEPOSIT,Dhule,DEVICE005,13,7,0,0,0
22813.96,TRANSFER,Hyderabad,DEVICE004,16,3,1,0,1
11536.84,PAYMENT,Delhi,DEVICE005,23,23,1,0,0
19217.69,PAYMENT,Kolkata,DEVICE008,6,28,0,0,0
6775.05,PAYMENT,Hyderabad,DEVICE004,6,15,0,0,0
34743.75,TRANSFER,Bangalore,DEVICE003,17,20,0,0,1
662.45,TRANSFER,Bangalore,DEVICE003,9,25,0,0,0
37918.89,PAYMENT,Bangalore,DEVICE004,22,21,0,0,0
7799.46,TRANSFER,Dhule,DEVICE006,1,7,1,0,1
1933.31,WITHDRAWAL,Ahmedabad,DEVICE006,1,2,1,0,1
47432.2,DEPOSIT,Nashik,DEVICE001,20,21,0,0,1
29588.3,WITHDRAWAL,Kolkata,DEVICE006,1,3,0,0,0
37246.92,WITHDRAWAL,Mumbai,DEVICE003,22,24,0,0,0
34604.61,TRANSFER,Dhule,DEVICE001,11,4,0,0,0
28593.71,PAYMENT,Mumbai,DEVICE001,8,8,0,0,0
13011.73,TRANSFER,Ahmedabad,DEVICE003,9,23,1,0,0
13858.59,WITHDRAWAL,Delhi,DEVICE003,10,25,1,0,0
31978.41,WITHDRAWAL,Hyderabad,DEVICE008,15,24,0,1,0
15481.66,WITHDRAWAL,Dhule,DEVICE004,11,24,1,0,0
42133.35,DEPOSIT,Pune,DEVICE001,11,14,0,0,0
15174.82,DEPOSIT,Mumbai,DEVICE001,0,21,0,0,0
37628.34,DEPOSIT,Bangalore,DEVICE007,3,8,0,0,0
18892.02,WITHDRAWAL,Bangalore,DEVICE004,14,25,0,0,0
44193.4,PAYMENT,Kolkata,DEVICE005,11,6,0,1,1
24295.86,TRANSFER,Bangalore,DEVICE005,18,2,0,1,1
28672.49,DEPOSIT,Kolkata,DEVICE001,11,6,0,1,0
15836.97,TRANSFER,Nashik,DEVICE005,17,20,0,0,0
19193.05,WITHDRAWAL,Dhule,DEVICE005,13,21,1,0,1
6069.83,DEPOSIT,Delhi,DEVICE007,1,2,0,0,1
8777.4,TRANSFER,Hyderabad,DEVICE003,21,11,0,0,0
2055.82,DEPOSIT,Dhule,DEVICE004,1,30,0,0,0
8256.74,PAYMENT,Nashik,DEVICE001,14,4,0,0,0
25917.02,TRANSFER,Ahmedabad,DEVICE008,17,24,0,1,1
11223.69,WITHDRAWAL,Bangalore,DEVICE006,7,28,0,0,0
3865.72,WITHDRAWAL,Mumbai,DEVICE003,21,0,1,0,0
20707.53,PAYMENT,Ahmedabad,DEVICE002,20,27,1,0,0
4082.94,WITHDRAWAL,Nashik,DEVICE006,6,4,0,0,0
45725.26,TRANSFER,Hyderabad,DEVICE004,8,27,0,0,0
28488.23,PAYMENT,Hyderabad,DEVICE008,2,22,0,0,0
32351.31,WITHDRAWAL,Hyderabad,DEVICE005,23,2,0,0,0
8289.27,DEPOSIT,Chennai,DEVICE005,13,21,0,0,0
27324.31,PAYMENT,Dhule,DEVICE001,11,14,0,1,0
17034.01,PAYMENT,Mumbai,DEVICE004,7,4,0,0,0
30774.26,DEPOSIT,Mumbai,DEVICE003,22,26,1,0,0
24415.2,WITHDRAWAL,Bangalore,DEVICE001,20,26,1,0,1
20381.51,WITHDRAWAL,Delhi,DEVICE001,2,30,0,0,0
29692.51,WITHDRAWAL,Hyderabad,DEVICE001,7,9,0,0,0
24192.29,WITHDRAWAL,Chennai,DEVICE008,16,11,0,0,0
14037.5,PAYMENT,Nashik,DEVICE005,11,0,0,0,0
9089.99,WITHDRAWAL,Chennai,DEVICE006,14,24,0,0,0
20111.51,PAYMENT,Ahmedabad,DEVICE005,4,27,0,0,1
34388.71,WITHDRAWAL,Delhi,DEVICE001,3,11,0,1,0
39635.83,WITHDRAWAL,Kolkata,DEVICE008,4,6,1,1,0
25231.96,WITHDRAWAL,Nashik,DEVICE004,11,22,1,0,1
25039.7,WITHDRAWAL,Bangalore,DEVICE008,7,0,1,0,0
35965.05,TRANSFER,Pune,DEVICE003,23,9,0,1,0
36466.36,PAYMENT,Dhule,DEVICE004,3,30,1,1,1
29054.23,TRANSFER,Ahmedabad,DEVICE008,16,5,0,0,0
6680.44,DEPOSIT,Mumbai,DEVICE003,22,22,0,0,0
36630.83,TRANSFER,Mumbai,DEVICE007,3,12,0,0,0
15074.24,WITHDRAWAL,Ahmedabad,DEVICE001,21,6,0,0,0
37544.53,WITHDRAWAL,Pune,DEVICE005,22,18,0,0,0
20004.78,PAYMENT,Kolkata,DEVICE005,10,0,1,0,1
22405.12,PAYMENT,Bangalore,DEVICE006,5,30,0,0,0
41848.28,TRANSFER,Chennai,DEVICE008,7,20,0,0,0
21712.91,DEPOSIT,Ahmedabad,DEVICE004,2,20,1,1,1
31881.96,TRANSFER,Dhule,DEVICE006,11,7,0,0,0
49950.63,PAYMENT,Delhi,DEVICE007,0,26,0,0,0
38486.75,DEPOSIT,Pune,DEVICE007,20,1,1,0,0
38172.13,TRANSFER,Nashik,DEVICE006,14,20,1,0,1
15659.33,WITHDRAWAL,Nashik,DEVICE006,10,29,0,0,0
39807.73,WITHDRAWAL,Ahmedabad,DEVICE002,4,27,1,0,0
13470.86,PAYMENT,Chennai,DEVICE008,11,13,0,0,0
17254.89,WITHDRAWAL,Kolkata,DEVICE005,12,1,0,0,0
46909.22,WITHDRAWAL,Ahmedabad,DEVICE007,0,6,0,0,1
11040.81,PAYMENT,Delhi,DEVICE005,12,3,0,0,0
38084.79,DEPOSIT,Pune,DEVICE008,1,25,0,0,0
7407.73,DEPOSIT,Pune,DEVICE008,14,19,0,1,1
31546.94,TRANSFER,Bangalore,DEVICE008,17,9,1,0,0
7695.36,WITHDRAWAL,Delhi,DEVICE008,22,5,0,0,0
16312.43,DEPOSIT,Mumbai,DEVICE006,17,22,0,0,1
234.1,TRANSFER,Chennai,DEVICE002,8,0,1,1,1
16184.87,TRANSFER,Bangalore,DEVICE003,8,23,0,1,0
48911.48,PAYMENT,Pune,DEVICE008,22,7,0,0,0
24230.22,WITHDRAWAL,Chennai,DEVICE003,23,9,0,0,0
41903.92,WITHDRAWAL,Hyderabad,DEVICE006,16,18,0,0,1
23828.46,PAYMENT,Nashik,DEVICE007,16,28,0,1,0
25754.23,PAYMENT,Mumbai,DEVICE007,10,30,0,0,0
27951.97,PAYMENT,Chennai,DEVICE002,3,8,1,0,1
34007.97,DEPOSIT,Chennai,DEVICE008,11,14,1,1,0
34636.8,DEPOSIT,Chennai,DEVICE003,6,16,0,0,0
14788.53,DEPOSIT,Kolkata,DEVICE007,7,13,0,0,0
11211.23,TRANSFER,Hyderabad,DEVICE007,4,3,1,1,1
10148.05,WITHDRAWAL,Hyderabad,DEVICE008,22,12,0,0,0
30139.84,PAYMENT,Delhi,DEVICE002,15,28,0,0,0
36333.42,TRANSFER,Bangalore,DEVICE004,15,3,0,0,1
48146.07,TRANSFER,Mumbai,DEVICE005,6,15,0,0,0
48618.52,DEPOSIT,Kolkata,DEVICE002,20,22,0,0,0
46913.38,DEPOSIT,Bangalore,DEVICE003,5,20,1,0,1
4486.08,WITHDRAWAL,Kolkata,DEVICE004,0,7,0,1,0
28552.04,WITHDRAWAL,Delhi,DEVICE007,14,5,0,0,0
24588.9,PAYMENT,Hyderabad,DEVICE004,22,2,0,0,0
46914.21,TRANSFER,Nashik,DEVICE006,7,27,0,1,1
29652.77,WITHDRAWAL,Nashik,DEVICE003,10,7,0,1,1
19967.95,PAYMENT,Hyderabad,DEVICE005,5,27,1,0,0
18844.61,PAYMENT,Dhule,DEVICE001,11,3,0,1,1
29518.57,DEPOSIT,Pune,DEVICE008,21,21,0,0,0
38021.38,WITHDRAWAL,Chennai,DEVICE007,15,20,0,0,0
28613.38,PAYMENT,Pune,DEVICE001,2,30,0,0,0
49734.56,WITHDRAWAL,Ahmedabad,DEVICE004,3,6,1,0,1
36889.37,WITHDRAWAL,Ahmedabad,DEVICE008,16,15,1,0,0
1075.1,WITHDRAWAL,Bangalore,DEVICE004,17,24,0,1,0
31471.46,WITHDRAWAL,Hyderabad,DEVICE001,17,13,0,1,0
31934.76,TRANSFER,Chennai,DEVICE003,6,16,0,0,0
3561.49,DEPOSIT,Pune,DEVICE005,17,4,1,1,0
23522.08,DEPOSIT,Ahmedabad,DEVICE005,3,8,0,1,0
12718.24,TRANSFER,Bangalore,DEVICE005,16,15,1,1,0
47652.94,DEPOSIT,Hyderabad,DEVICE003,23,28,0,0,0
43585.71,DEPOSIT,Nashik,DEVICE008,19,12,1,0,1
6504.95,TRANSFER,Chennai,DEVICE002,7,12,1,0,1
4954.08,PAYMENT,Bangalore,DEVICE001,6,23,1,1,1
14597.37,DEPOSIT,Nashik,DEVICE002,15,8,0,1,0
39601.32,DEPOSIT,Dhule,DEVICE001,16,9,0,1,1
49104.93,WITHDRAWAL,Delhi,DEVICE002,18,23,0,0,0
30985.75,PAYMENT,Ahmedabad,DEVICE003,23,22,1,0,0
39357.55,WITHDRAWAL,Mumbai,DEVICE001,0,15,1,0,1
28571.36,PAYMENT,Delhi,DEVICE001,3,27,0,0,0
6389.64,PAYMENT,Hyderabad,DEVICE008,17,17,0,0,0
5869.33,TRANSFER,Ahmedabad,DEVICE008,1,0,0,1,1
4733.69,WITHDRAWAL,Nashik,DEVICE002,9,27,0,1,0
29246.06,PAYMENT,Pune,DEVICE002,13,8,1,0,1
9662.36,WITHDRAWAL,Hyderabad,DEVICE007,2,14,1,0,0
3693.93,DEPOSIT,Bangalore,DEVICE001,20,8,0,1,0
1320.71,TRANSFER,Dhule,DEVICE003,11,1,0,0,0
2407.0,PAYMENT,Mumbai,DEVICE008,22,24,0,0,0
42508.95,PAYMENT,Dhule,DEVICE008,20,14,1,0,1
46862.3,PAYMENT,Mumbai,DEVICE002,8,12,0,0,1
31231.85,PAYMENT,Dhule,DEVICE005,6,7,0,0,0
20099.61,WITHDRAWAL,Dhule,DEVICE007,14,4,0,0,0
42706.45,PAYMENT,Mumbai,DEVICE007,7,16,0,0,0
38259.15,WITHDRAWAL,Dhule,DEVICE004,7,11,0,0,0
48137.1,DEPOSIT,Mumbai,DEVICE008,19,24,0,0,1
42240.14,DEPOSIT,Delhi,DEVICE004,21,5,1,1,1
23038.82,TRANSFER,Pune,DEVICE007,20,30,1,0,0
14382.27,DEPOSIT,Pune,DEVICE001,1,7,0,0,1
48109.08,DEPOSIT,Ahmedabad,DEVICE002,4,12,0,0,0
37411.55,WITHDRAWAL,Pune,DEVICE008,13,9,0,0,1
39654.98,TRANSFER,Hyderabad,DEVICE006,8,29,0,0,0
4652.31,PAYMENT,Pune,DEVICE001,2,28,0,0,0
3811.25,PAYMENT,Ahmedabad,DEVICE001,6,27,1,1,0
47908.28,DEPOSIT,Mumbai,DEVICE004,21,9,1,0,0
6131.84,DEPOSIT,Delhi,DEVICE005,14,0,0,0,0
48331.01,WITHDRAWAL,Nashik,DEVICE007,14,25,0,0,0
43124.01,WITHDRAWAL,Kolkata,DEVICE001,19,1,1,1,1
45240.72,TRANSFER,Chennai,DEVICE002,14,6,0,0,0
20282.8,TRANSFER,Dhule,DEVICE006,14,15,0,0,0
4060.29,WITHDRAWAL,Pune,DEVICE003,15,22,0,1,0
4123.94,WITHDRAWAL,Bangalore,DEVICE005,9,26,0,0,0
9562.54,TRANSFER,Dhule,DEVICE007,15,0,0,0,0
31356.82,WITHDRAWAL,Pune,DEVICE001,23,26,0,0,0
16733.55,TRANSFER,Bangalore,DEVICE008,17,2,0,0,0
49933.84,TRANSFER,Kolkata,DEVICE002,11,16,1,0,0
2680.01,DEPOSIT,Ahmedabad,DEVICE004,12,17,0,0,0
22676.39,WITHDRAWAL,Kolkata,DEVICE002,1,4,0,0,1
15012.34,DEPOSIT,Dhule,DEVICE006,2,2,0,0,1
42547.33,PAYMENT,Hyderabad,DEVICE004,0,1,0,0,0
25668.82,TRANSFER,Ahmedabad,DEVICE007,5,0,0,0,0
11773.07,TRANSFER,Pune,DEVICE003,18,16,1,0,1
1105.27,WITHDRAWAL,Hyderabad,DEVICE004,16,16,0,0,0
15398.15,WITHDRAWAL,Dhule,DEVICE006,11,23,1,1,0
7346.22,PAYMENT,Chennai,DEVICE004,15,18,0,0,0
11118.72,TRANSFER,Dhule,DEVICE008,20,6,1,0,0
6884.91,DEPOSIT,Pune,DEVICE001,14,7,1,1,0
25494.34,DEPOSIT,Dhule,DEVICE004,6,14,0,1,1
22620.3,PAYMENT,Ahmedabad,DEVICE004,19,17,0,0,0
22338.24,DEPOSIT,Mumbai,DEVICE004,1,0,0,0,0
4631.89,DEPOSIT,Bangalore,DEVICE006,15,4,0,0,0
3499.82,DEPOSIT,Ahmedabad,DEVICE006,12,15,0,0,0
41523.17,WITHDRAWAL,Pune,DEVICE003,12,0,0,1,0
29703.18,DEPOSIT,Bangalore,DEVICE008,21,5,0,0,0
19220.08,DEPOSIT,Ahmedabad,DEVICE003,2,16,0,1,1
43919.74,TRANSFER,Dhule,DEVICE005,11,3,1,1,1
31931.79,PAYMENT,Bangalore,DEVICE001,19,18,1,0,0
45415.14,PAYMENT,Hyderabad,DEVICE006,5,6,0,0,0
38982.46,DEPOSIT,Pune,DEVICE006,20,6,1,0,0
21101.12,TRANSFER,Dhule,DEVICE002,19,10,0,0,0
36314.11,WITHDRAWAL,Bangalore,DEVICE007,18,4,0,0,0
26084.93,TRANSFER,Dhule,DEVICE003,13,2,1,0,1
22084.46,DEPOSIT,Mumbai,DEVICE005,17,24,0,1,0
657.08,DEPOSIT,Delhi,DEVICE005,0,29,0,0,0
